index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Production
3047,05-05-2019,Southern,662.73,566.09,62.69,39.91,65.75,73.35,791.17
3048,05-05-2019,Eastern,528.1,464.79,,,53.28,70.06,581.38
3049,05-05-2019,NorthEastern,36.63,31.77,,,13.71,24.59,50.34
3050,06-05-2019,Northern,721.17,599.43,26.92,30.8,260.86,231.2,1008.95
3051,06-05-2019,Western,1395.97,1358.33,32.6,38.97,25.19,53.65,1453.76
3052,06-05-2019,Southern,662.73,629.86,62.69,38.79,65.75,84.2,791.17
3053,06-05-2019,Eastern,534.18,501.55,,,53.28,69.94,587.46
3054,06-05-2019,NorthEastern,36.63,39.92,,,13.71,25.91,50.34
3055,07-05-2019,Northern,721.17,620.84,26.92,30.77,260.86,245.18,1008.95
3056,07-05-2019,Western,1395.97,1344.6,32.6,39.09,25.19,51.78,1453.76
3057,07-05-2019,Southern,662.73,605.91,62.69,37.8,65.75,60.39,791.17
3058,07-05-2019,Eastern,534.18,515.94,,,53.28,61.43,587.46
3059,07-05-2019,NorthEastern,36.63,41.01,,,13.71,18.96,50.34
3060,08-05-2019,Northern,721.17,639.34,26.92,30.75,260.86,242.83,1008.95
3061,08-05-2019,Western,1395.97,1338.22,32.6,39.24,25.19,50.2,1453.76
3062,08-05-2019,Southern,662.73,578.09,62.69,37.83,65.75,60.7,791.17
3063,08-05-2019,Eastern,539.76,530.79,,,53.28,71.07,593.04
3064,08-05-2019,NorthEastern,36.63,40.16,,,13.71,16.81,50.34
3065,09-05-2019,Northern,721.17,646.66,26.92,29.78,260.86,259.91,1008.95
3066,09-05-2019,Western,1395.97,1359.18,32.6,39.17,25.19,49,1453.76
3067,09-05-2019,Southern,662.73,587.78,62.69,37.84,65.75,70.97,791.17
3068,09-05-2019,Eastern,539.76,548.81,,,53.28,75.78,593.04
3069,09-05-2019,NorthEastern,36.63,40.71,,,13.71,18.43,50.34
3070,10-05-2019,Northern,723.99,657.18,26.92,29.84,260.86,267.17,1011.77
3071,10-05-2019,Western,1395.97,1353.85,32.6,39.24,25.19,55.63,1453.76
3072,10-05-2019,Southern,662.73,640.56,62.69,38.68,65.75,86.01,791.17
3073,10-05-2019,Eastern,539.76,554.74,,,53.28,73.03,593.04
3074,10-05-2019,NorthEastern,36.63,41.42,,,13.71,18.13,50.34
3075,11-05-2019,Northern,721.34,653.65,26.92,29.96,260.86,272.57,1009.12
3076,11-05-2019,Western,1395.97,1341.28,32.6,39.28,25.19,57.06,1453.76
3077,11-05-2019,Southern,662.73,639.76,62.69,38.73,65.75,73.65,791.17
3078,11-05-2019,Eastern,539.76,547.32,,,53.28,72.84,593.04
3079,11-05-2019,NorthEastern,36.63,41.95,,,13.71,19.99,50.34
3080,12-05-2019,Northern,721.34,648.2,26.92,29.93,260.86,261.2,1009.12
3081,12-05-2019,Western,1395.97,1307.1,32.6,39.22,25.19,51.98,1453.76
3082,12-05-2019,Southern,662.73,612.77,62.69,38.74,65.75,61.63,791.17
3083,12-05-2019,Eastern,539.76,528.79,,,53.28,73.05,593.04
3084,12-05-2019,NorthEastern,36.63,39.87,,,13.71,16.79,50.34
3085,13-05-2019,Northern,721.34,652.64,26.92,29.9,260.86,240.41,1009.12
3086,13-05-2019,Western,1395.97,1332.96,32.6,39.14,25.19,54.97,1453.76
3087,13-05-2019,Southern,662.73,600.79,62.69,38.49,65.75,63.9,791.17
3088,13-05-2019,Eastern,539.76,527.54,,,53.28,65.98,593.04
3089,13-05-2019,NorthEastern,36.63,40.46,,,13.71,14.01,50.34
3090,14-05-2019,Northern,721.34,631.18,26.92,29.97,260.86,253.82,1009.12
3091,14-05-2019,Western,1395.97,1324.95,32.6,39.09,25.19,48.04,1453.76
3092,14-05-2019,Southern,662.73,587.55,62.69,38.74,65.75,73.18,791.17
3093,14-05-2019,Eastern,530.07,502.35,,,53.28,59.79,583.35
3094,14-05-2019,NorthEastern,36.63,40.75,,,13.71,14.66,50.34
3095,15-05-2019,Northern,721.34,651.3,26.92,31.19,260.86,253.08,1009.12
3096,15-05-2019,Western,1395.97,1351.64,32.6,39.24,25.19,46.64,1453.76
3097,15-05-2019,Southern,662.73,601.53,62.69,33.96,65.75,76.76,791.17
3098,15-05-2019,Eastern,530.07,527.32,,,53.28,53.41,583.35
3099,15-05-2019,NorthEastern,36.63,43.1,,,13.71,14.95,50.34
3100,16-05-2019,Northern,733.97,637.61,26.92,30.24,260.86,247.76,1021.75
3101,16-05-2019,Western,1395.97,1379.95,32.6,39.29,25.19,38.06,1453.76
3102,16-05-2019,Southern,662.73,641.32,46.79,33.2,65.75,72.75,775.27
3103,16-05-2019,Eastern,530.07,539.31,,,53.28,57.41,583.35
3104,16-05-2019,NorthEastern,36.63,42.92,,,13.71,13.46,50.34
3105,17-05-2019,Northern,733.97,613.67,26.92,31.29,260.86,249.91,1021.75
3106,17-05-2019,Western,1382.72,1353.36,32.6,39.23,25.19,49.62,1440.51
3107,17-05-2019,Southern,662.73,642.23,46.79,36.24,65.75,66.11,775.27
3108,17-05-2019,Eastern,530.07,535.62,,,53.28,61.83,583.35
3109,17-05-2019,NorthEastern,36.63,41.42,,,13.71,15.33,50.34
3110,18-05-2019,Northern,730.15,571.75,26.92,31.94,260.86,262.7,1017.93
3111,18-05-2019,Western,1382.72,1342.54,32.6,39.28,25.19,55.74,1440.51
3112,18-05-2019,Southern,662.73,615.37,46.79,46.29,65.75,66.79,775.27
3113,18-05-2019,Eastern,530.07,533.36,,,53.28,61.87,583.35
3114,18-05-2019,NorthEastern,36.63,40.44,,,13.71,17.37,50.34
3115,19-05-2019,Northern,730.15,602.88,26.92,34.47,260.86,268.54,1017.93
3116,19-05-2019,Western,1382.72,1314.99,32.6,39.21,25.19,54.21,1440.51
3117,19-05-2019,Southern,662.73,605.87,46.79,53.74,65.75,55.7,775.27
3118,19-05-2019,Eastern,530.07,528.07,,,53.28,63.01,583.35
3119,19-05-2019,NorthEastern,36.63,44.25,,,13.71,15.52,50.34
3120,20-05-2019,Northern,730.15,665.9,26.92,30.6,260.86,281.93,1017.93
3121,20-05-2019,Western,1382.72,1363,32.6,39.1,25.19,62.03,1440.51
3122,20-05-2019,Southern,662.73,654.06,46.79,56.25,65.75,89.73,775.27
3123,20-05-2019,Eastern,530.07,541.9,,,53.28,65.92,583.35
3124,20-05-2019,NorthEastern,36.63,47.23,,,13.71,14.65,50.34
3125,21-05-2019,Northern,730.15,694.73,26.92,30.33,260.86,287.09,1017.93
3126,21-05-2019,Western,1383.36,1357.88,32.6,39.11,25.19,58.3,1441.15
3127,21-05-2019,Southern,658.53,703.75,46.79,58.07,65.75,61.68,771.07
3128,21-05-2019,Eastern,530.07,546.19,,,53.28,63.93,583.35
3129,21-05-2019,NorthEastern,36.63,46.72,,,13.71,14.32,50.34
3130,22-05-2019,Northern,730.95,703.47,26.92,29.83,260.86,287.41,1018.73
3131,22-05-2019,Western,1383.36,1359.14,32.6,39.17,25.19,58.31,1441.15
3132,22-05-2019,Southern,658.53,692.78,46.79,58.08,65.75,62.82,771.07
3133,22-05-2019,Eastern,530.07,555.98,,,53.28,63.27,583.35
3134,22-05-2019,NorthEastern,36.63,44.85,,,13.71,16.02,50.34
3135,23-05-2019,Northern,730.95,708.61,26.92,29.7,260.86,293.88,1018.73
3136,23-05-2019,Western,1383.36,1374.92,32.6,39.16,25.19,55.87,1441.15
3137,23-05-2019,Southern,658.53,690.67,46.79,59.54,65.75,59.1,771.07
3138,23-05-2019,Eastern,530.07,521.22,,,53.28,69.21,583.35
3139,23-05-2019,NorthEastern,36.63,32.84,,,13.71,19.24,50.34
3140,24-05-2019,Northern,730.57,658.79,26.92,30.66,260.86,277.25,1018.35
3141,24-05-2019,Western,1383.36,1362.58,32.6,40.59,25.19,40.36,1441.15
3142,24-05-2019,Southern,658.53,637.08,46.79,60.1,65.75,52.52,771.07
3143,24-05-2019,Eastern,530.07,513.15,,,53.28,69.09,583.35
3144,24-05-2019,NorthEastern,36.63,32.77,,,13.71,22.03,50.34
3145,25-05-2019,Northern,730.57,671.45,26.92,34.43,260.86,265.95,1018.35
3146,25-05-2019,Western,1383.36,1379.47,32.6,41.11,25.19,40.51,1441.15
3147,25-05-2019,Southern,655.2,608.05,46.79,59.14,65.75,50.41,767.74
3148,25-05-2019,Eastern,530.07,510.84,,,53.28,65.49,583.35
3149,25-05-2019,NorthEastern,36.63,32.55,,,13.71,17.32,50.34
3150,26-05-2019,Northern,730.57,663.74,26.92,33.9,260.86,257.74,1018.35
3151,26-05-2019,Western,1383.36,1355.61,32.6,41.29,25.19,19.35,1441.15
3152,26-05-2019,Southern,648.16,541.31,46.79,60.11,65.75,43.96,760.7
3153,26-05-2019,Eastern,530.07,498.26,,,53.28,74,583.35
3154,26-05-2019,NorthEastern,36.63,37.69,,,13.71,17.04,50.34
3155,27-05-2019,Northern,733.22,714.14,26.92,34.09,260.86,254.73,1021
3156,27-05-2019,Western,1383.36,1397.96,32.6,41.2,25.19,28.1,1441.15
3157,27-05-2019,Southern,648.16,610.82,46.79,60.06,65.75,64.42,760.7
3158,27-05-2019,Eastern,530.07,528.87,,,53.28,82.01,583.35
3159,27-05-2019,NorthEastern,36.63,42.11,,,13.71,15.05,50.34
3160,28-05-2019,Northern,737.47,750.29,26.92,34.47,260.86,260.72,1025.25
3161,28-05-2019,Western,1383.36,1416.96,32.6,42.08,25.19,25.2,1441.15
3162,28-05-2019,Southern,648.16,646.27,46.79,60.12,65.75,65.14,760.7
3163,28-05-2019,Eastern,530.07,520.87,,,53.28,70.02,583.35
3164,28-05-2019,NorthEastern,36.63,42.87,,,13.71,17.38,50.34
3165,29-05-2019,Northern,737.47,775.96,26.92,33.67,260.86,257.23,1025.25
3166,29-05-2019,Western,1383.36,1435.17,32.6,40.47,25.19,17.72,1441.15
3167,29-05-2019,Southern,648.16,649.87,46.79,60.29,65.75,44.89,760.7
3168,29-05-2019,Eastern,530.07,518.85,,,53.28,67.96,583.35
3169,29-05-2019,NorthEastern,36.63,45.5,,,13.71,15.5,50.34
3170,30-05-2019,Northern,737.47,794.32,26.92,33.41,260.86,278.44,1025.25
3171,30-05-2019,Western,1381.81,1431.77,32.6,40.47,25.19,18,1439.6
3172,30-05-2019,Southern,648.16,640.86,46.79,60.18,65.75,49.45,760.7
3173,30-05-2019,Eastern,530.07,521.27,,,53.28,72.82,583.35
3174,30-05-2019,NorthEastern,36.63,39.99,,,13.71,14.22,50.34
3175,31-05-2019,Northern,737.85,775.27,26.92,34.61,260.86,306.65,1025.63
3176,31-05-2019,Western,1385.81,1419.48,32.6,36.79,25.19,21.28,1443.6
3177,31-05-2019,Southern,648.16,642.15,46.79,60.47,65.75,46.8,760.7
3178,31-05-2019,Eastern,530.07,518.63,,,53.28,58.79,583.35
3179,31-05-2019,NorthEastern,36.63,38.45,,,13.71,13.94,50.34
3180,01-06-2019,Northern,711.9,752.52,27.03,34.65,299.27,323.28,1038.2
3181,01-06-2019,Western,1330.24,1402.14,32.64,30.22,26.09,18.35,1388.97
3182,01-06-2019,Southern,611.63,607.01,46.86,60.45,57.72,53.86,716.21
3183,01-06-2019,Eastern,510.69,538.77,,,66.73,59.8,577.42
3184,01-06-2019,NorthEastern,34.38,37.62,,,22.8,14.95,57.18
3185,02-06-2019,Northern,715.54,727.6,27.03,33.53,299.27,335.17,1041.84
3186,02-06-2019,Western,1331.76,1341.61,32.64,30.08,26.09,13.23,1390.49
3187,02-06-2019,Southern,611.63,540.3,46.86,61.04,57.72,36.09,716.21
3188,02-06-2019,Eastern,510.69,512.13,,,66.73,60.27,577.42
3189,02-06-2019,NorthEastern,34.38,39.77,,,22.8,12.8,57.18
3190,03-06-2019,Northern,715.54,686.34,27.03,34.39,299.27,343.82,1041.84
3191,03-06-2019,Western,1331.76,1333.73,32.64,30.29,26.09,14.91,1390.49
3192,03-06-2019,Southern,611.63,509.31,46.86,60.69,57.72,39.54,716.21
3193,03-06-2019,Eastern,510.69,499.86,,,66.73,56.16,577.42
3194,03-06-2019,NorthEastern,34.38,39.57,,,22.8,12.01,57.18
3195,04-06-2019,Northern,715.54,720.37,27.03,34,299.27,341.72,1041.84
3196,04-06-2019,Western,1331.76,1339.33,32.64,30.45,26.09,15.5,1390.49
3197,04-06-2019,Southern,611.63,542.13,46.86,47.38,57.72,55.21,716.21
3198,04-06-2019,Eastern,510.69,544.26,,,66.73,66.93,577.42
3199,04-06-2019,NorthEastern,34.38,36.96,,,22.8,13.83,57.18
3200,05-06-2019,Northern,712.79,771.77,27.03,34,299.27,339.56,1039.09
3201,05-06-2019,Western,1331.76,1355.18,32.64,31.14,26.09,15.12,1390.49
3202,05-06-2019,Southern,611.63,616.95,46.86,37.92,57.72,54.81,716.21
3203,05-06-2019,Eastern,510.69,558.29,,,66.73,67.19,577.42
3204,05-06-2019,NorthEastern,34.65,39.89,,,22.8,16.92,57.45
3205,06-06-2019,Northern,712.79,736.18,27.03,34.25,299.27,348.15,1039.09
3206,06-06-2019,Western,1331.76,1356.49,32.64,31.06,26.09,16.94,1390.49
3207,06-06-2019,Southern,598.43,602.31,46.86,37.73,57.72,47.64,703.01
3208,06-06-2019,Eastern,507.69,550.8,,,66.73,67.28,574.42
3209,06-06-2019,NorthEastern,34.65,37.52,,,22.8,16.19,57.45
3210,07-06-2019,Northern,712.79,718.48,27.03,34.59,299.27,347.82,1039.09
3211,07-06-2019,Western,1331.76,1369.71,32.64,31.34,26.09,15.56,1390.49
3212,07-06-2019,Southern,598.43,567.8,46.86,38.14,57.72,50.27,703.01
3213,07-06-2019,Eastern,507.69,539.68,,,66.73,71.54,574.42
3214,07-06-2019,NorthEastern,34.65,37.42,,,22.8,16.18,57.45
3215,08-06-2019,Northern,712.79,761.15,27.03,34.36,299.27,330.13,1039.09
3216,08-06-2019,Western,1331.76,1366.25,32.64,41.24,26.09,13.21,1390.49
3217,08-06-2019,Southern,598.43,579.57,46.86,53.08,57.72,58.26,703.01
3218,08-06-2019,Eastern,507.69,521.95,,,66.73,82.06,574.42
3219,08-06-2019,NorthEastern,34.65,37.18,,,22.8,16.76,57.45
3220,09-06-2019,Northern,712.79,738.4,27.03,34.56,299.27,333.27,1039.09
3221,09-06-2019,Western,1331.76,1345.73,32.64,43.64,26.09,11.21,1390.49
3222,09-06-2019,Southern,601.61,559.4,46.86,57.86,57.72,33.93,706.19
3223,09-06-2019,Eastern,507.69,523.8,,,66.73,85.17,574.42
3224,09-06-2019,NorthEastern,34.65,38.06,,,22.8,17.52,57.45
3225,10-06-2019,Northern,712.61,742.25,27.03,34.4,299.27,337.44,1038.91
3226,10-06-2019,Western,1320.43,1370.25,32.64,43.83,26.09,15.94,1379.16
3227,10-06-2019,Southern,601.61,601.43,46.86,58.64,57.72,38.68,706.19
3228,10-06-2019,Eastern,507.69,531.64,,,66.73,84.26,574.42
3229,10-06-2019,NorthEastern,34.65,29.36,,,22.8,16.24,57.45
3230,11-06-2019,Northern,712.61,763.07,27.03,34.41,299.27,343.03,1038.91
3231,11-06-2019,Western,1320.43,1376.33,32.64,44.25,26.09,15.8,1379.16
3232,11-06-2019,Southern,597.21,587.52,46.86,61.09,57.72,31.67,701.79
3233,11-06-2019,Eastern,507.69,521.55,,,66.73,73.05,574.42
3234,11-06-2019,NorthEastern,34.65,40.74,,,22.8,16.56,57.45
3235,12-06-2019,Northern,712.26,715.8,27.03,34.5,299.27,334.47,1038.56
3236,12-06-2019,Western,1320.43,1323.34,32.64,44.2,26.09,11.04,1379.16
3237,12-06-2019,Southern,597.21,551.77,46.86,53.09,57.72,32.01,701.79
3238,12-06-2019,Eastern,507.69,503.61,,,66.73,76.87,574.42
3239,12-06-2019,NorthEastern,34.65,40.87,,,22.8,17.41,57.45
3240,13-06-2019,Northern,712.26,743.05,27.03,33.76,299.27,344,1038.56
3241,13-06-2019,Western,1320.43,1228.89,32.64,44.42,26.09,9.29,1379.16
3242,13-06-2019,Southern,597.21,549.45,46.86,61.18,57.72,32.3,701.79
3243,13-06-2019,Eastern,507.69,458.81,,,66.73,69.56,574.42
3244,13-06-2019,NorthEastern,34.65,40.87,,,22.8,17.09,57.45
3245,14-06-2019,Northern,712.26,817.5,27.03,34.71,299.27,337.28,1038.56
3246,14-06-2019,Western,1320.43,1267.51,32.64,44.37,26.09,9.31,1379.16
3247,14-06-2019,Southern,597.21,565.09,46.86,61.46,57.72,43.19,701.79
3248,14-06-2019,Eastern,507.69,528.89,,,66.73,58.12,574.42
3249,14-06-2019,NorthEastern,34.65,43.63,,,22.8,15.48,57.45
3250,15-06-2019,Northern,716.68,757.56,27.03,34.54,299.27,339.63,1042.98
3251,15-06-2019,Western,1267.36,1233.94,32.64,44.39,26.09,9.16,1326.09
3252,15-06-2019,Southern,583.77,546.93,46.86,62.39,57.72,38.69,688.35
3253,15-06-2019,Eastern,507.69,501.09,,,66.73,73.26,574.42
3254,15-06-2019,NorthEastern,34.65,42.09,,,22.8,17.19,57.45
3255,16-06-2019,Northern,719.31,674.78,27.03,34.6,299.27,335.53,1045.61
3256,16-06-2019,Western,1275.09,1172.05,32.64,44.31,26.09,11.22,1333.82
3257,16-06-2019,Southern,574.64,518.78,46.86,56.21,57.72,45.59,679.22
3258,16-06-2019,Eastern,507.36,475.77,,,66.73,73.4,574.09
3259,16-06-2019,NorthEastern,34.65,39.87,,,22.8,17.25,57.45
3260,17-06-2019,Northern,719.31,666.26,27.03,34.7,299.27,338.31,1045.61
3261,17-06-2019,Western,1275.09,1208.57,32.64,41.71,26.09,13.2,1333.82
3262,17-06-2019,Southern,576.35,518.21,46.86,55.63,57.72,53.98,680.93
3263,17-06-2019,Eastern,507.36,497.52,,,66.73,60.67,574.09
3264,17-06-2019,NorthEastern,34.65,39.86,,,22.8,19.07,57.45
3265,18-06-2019,Northern,723.8,623,27.03,34.98,299.27,336,1050.1
3266,18-06-2019,Western,1275.09,1220.93,32.64,41.2,26.09,15.39,1333.82
3267,18-06-2019,Southern,572.11,558.2,46.86,53.84,57.72,52.99,676.69
3268,18-06-2019,Eastern,507.36,500.64,,,66.73,46.87,574.09
3269,18-06-2019,NorthEastern,34.65,36.26,,,22.8,22.55,57.45
3270,19-06-2019,Northern,724.15,675.26,27.03,35.11,299.27,320.97,1050.45
3271,19-06-2019,Western,1275.09,1245.9,32.64,42.54,26.09,18.82,1333.82
3272,19-06-2019,Southern,572.11,570.07,46.86,56.16,57.72,35.98,676.69
3273,19-06-2019,Eastern,516.53,508.21,,,66.73,76.39,583.26
3274,19-06-2019,NorthEastern,34.65,40.35,,,22.8,19.66,57.45
3275,20-06-2019,Northern,724.15,682.11,27.03,34.56,299.27,314.04,1050.45
3276,20-06-2019,Western,1267.62,1290.63,32.64,43.74,26.09,19.23,1326.35
3277,20-06-2019,Southern,571.15,586.94,46.86,55.88,57.72,39.84,675.73
3278,20-06-2019,Eastern,516.53,509.55,,,66.73,77.83,583.26
3279,20-06-2019,NorthEastern,34.65,42.77,,,22.8,17.08,57.45
3280,21-06-2019,Northern,724.15,721.88,27.03,34.35,299.27,325.82,1050.45
3281,21-06-2019,Western,1281.19,1317.29,32.64,43.96,26.09,17.19,1339.92
3282,21-06-2019,Southern,571.15,632.87,46.86,55.79,57.72,45.27,675.73
3283,21-06-2019,Eastern,505.98,487.06,,,66.73,70.57,572.71
3284,21-06-2019,NorthEastern,34.95,45.74,,,22.8,16.34,57.75
3285,22-06-2019,Northern,723.8,730.19,27.03,34.58,299.27,318.06,1050.1
3286,22-06-2019,Western,1281.19,1337.67,32.64,44.1,26.09,10.4,1339.92
3287,22-06-2019,Southern,578.72,596.98,46.86,55.58,57.72,34.13,683.3
3288,22-06-2019,Eastern,505.98,488.13,,,66.73,73.21,572.71
3289,22-06-2019,NorthEastern,34.68,40.15,,,22.8,15.36,57.48
3290,23-06-2019,Northern,723.8,703.43,27.03,34.71,299.27,324.09,1050.1
3291,23-06-2019,Western,1281.19,1279.64,32.64,44.28,26.09,7.08,1339.92
3292,23-06-2019,Southern,578.72,554.64,46.86,55.59,57.72,34.05,683.3
3293,23-06-2019,Eastern,505.98,480.29,,,66.73,81.17,572.71
3294,23-06-2019,NorthEastern,34.68,41.81,,,22.8,15.12,57.48
3295,24-06-2019,Northern,721.15,694.45,27.03,34.63,299.27,341.22,1047.45
3296,24-06-2019,Western,1281.19,1342.29,32.64,44.16,26.09,12.19,1339.92
3297,24-06-2019,Southern,579.68,594.29,46.86,56.1,57.72,45.82,684.26
3298,24-06-2019,Eastern,502.37,493.89,,,66.73,79.87,569.1
3299,24-06-2019,NorthEastern,34.68,42.05,,,22.8,15.38,57.48
3300,25-06-2019,Northern,721.15,723.36,27.03,34.6,299.27,355.1,1047.45
3301,25-06-2019,Western,1266.27,1362.12,32.64,44.19,26.09,12.12,1325
3302,25-06-2019,Southern,575.68,606.03,46.86,55.73,57.72,35.65,680.26
3303,25-06-2019,Eastern,498.08,497.36,,,66.73,81.59,564.81
3304,25-06-2019,NorthEastern,34.68,41.19,,,22.8,16.03,57.48
3305,26-06-2019,Northern,721.15,744.54,27.03,34.51,299.27,355.28,1047.45
3306,26-06-2019,Western,1269.47,1330,32.64,44.25,26.09,10.27,1328.2
3307,26-06-2019,Southern,579.48,608.03,46.86,55.66,57.72,30.02,684.06
3308,26-06-2019,Eastern,498.08,482.34,,,66.73,74.87,564.81
3309,26-06-2019,NorthEastern,36.15,38.7,,,22.8,16.71,58.95
3310,27-06-2019,Northern,721.15,731.28,27.03,34.57,299.27,346.71,1047.45
3311,27-06-2019,Western,1272.22,1269.33,32.64,44.14,26.09,11.43,1330.95
3312,27-06-2019,Southern,579.48,588.44,46.86,55.57,57.72,24.46,684.06
3313,27-06-2019,Eastern,498.08,477.51,,,66.73,77.43,564.81
3314,27-06-2019,NorthEastern,36.15,38.62,,,22.8,21.3,58.95
3315,28-06-2019,Northern,721.15,749.89,27.03,34.33,299.27,351.31,1047.45
3316,28-06-2019,Western,1273.05,1216.61,32.64,44.26,26.09,8.46,1331.78
3317,28-06-2019,Southern,579.48,551.05,46.86,56.35,57.72,26.58,684.06
3318,28-06-2019,Eastern,498.08,486.72,,,66.73,71.8,564.81
3319,28-06-2019,NorthEastern,36.15,40.18,,,22.8,22.17,58.95
3320,29-06-2019,Northern,721.5,751.83,27.03,34.35,299.27,337.12,1047.8
3321,29-06-2019,Western,1273.05,1205.16,32.64,44.48,26.09,11.74,1331.78
3322,29-06-2019,Southern,579.48,554.87,46.86,56.28,57.72,33.16,684.06
3323,29-06-2019,Eastern,498.08,505.32,,,66.73,76.03,564.81
3324,29-06-2019,NorthEastern,36.15,39.57,,,22.8,23.46,58.95
3325,30-06-2019,Northern,721.5,740.57,27.03,33.45,299.27,346.65,1047.8
3326,30-06-2019,Western,1273.05,1147.42,32.64,44.4,26.09,7.05,1331.78
3327,30-06-2019,Southern,579.48,517.12,46.86,55.98,57.72,32.53,684.06
3328,30-06-2019,Eastern,498.08,469.75,,,66.73,74.75,564.81
3329,30-06-2019,NorthEastern,36.15,40.19,,,22.8,20.84,58.95
3330,01-07-2019,Northern,658.28,758.87,26.88,34.52,319.37,360,1004.53
3331,01-07-2019,Western,1130.41,1172.6,37.08,43.44,29.87,12.27,1197.36
3332,01-07-2019,Southern,522.48,532.76,46.77,56.07,68.42,37.61,637.67
3333,01-07-2019,Eastern,483.72,507.2,,,83.26,70.91,566.98
3334,01-07-2019,NorthEastern,33.85,40.34,,,27.73,20.01,61.58
3335,02-07-2019,Northern,660.85,753.56,26.88,34.53,319.37,362.55,1007.1
3336,02-07-2019,Western,1130.41,1185.22,37.08,40.41,29.87,10.9,1197.36
3337,02-07-2019,Southern,518.48,541.86,46.77,55.83,68.42,34.36,633.67
3338,02-07-2019,Eastern,483.72,499.51,,,83.26,74.62,566.98
3339,02-07-2019,NorthEastern,33.85,40.36,,,27.73,19.9,61.58
3340,03-07-2019,Northern,660.85,764.78,26.88,34.63,319.37,362.92,1007.1
3341,03-07-2019,Western,1130.41,1172.57,37.08,40.5,29.87,12.21,1197.36
3342,03-07-2019,Southern,518.48,533.79,46.77,56.47,68.42,38.21,633.67
3343,03-07-2019,Eastern,483.72,484.63,,,83.26,72.7,566.98
3344,03-07-2019,NorthEastern,33.85,41.33,,,27.73,20.9,61.58
3345,04-07-2019,Northern,660.85,729.45,26.88,34.43,319.37,356.32,1007.1
3346,04-07-2019,Western,1130.41,1151.21,37.08,39.46,29.87,12.27,1197.36
3347,04-07-2019,Southern,518.48,548.22,46.77,56.38,68.42,29.31,633.67
3348,04-07-2019,Eastern,483.72,481.6,,,83.26,76.91,566.98
3349,04-07-2019,NorthEastern,33.85,42.41,,,27.73,18.52,61.58
3350,05-07-2019,Northern,663.52,677.6,26.88,34.9,319.37,355.29,1009.77
3351,05-07-2019,Western,1139.1,1135.97,37.08,40.38,29.87,13.61,1206.05
3352,05-07-2019,Southern,521.66,527.2,46.77,56.4,68.42,27.4,636.85
3353,05-07-2019,Eastern,483.72,480.93,,,83.26,78.68,566.98
3354,05-07-2019,NorthEastern,33.85,40.01,,,27.73,17.72,61.58
3355,06-07-2019,Northern,663.52,621.74,26.88,34.91,319.37,352.4,1009.77
3356,06-07-2019,Western,1142.37,1107.24,37.08,40.31,29.87,15.02,1209.32
3357,06-07-2019,Southern,521.66,501.54,46.77,56.21,68.42,26.85,636.85
3358,06-07-2019,Eastern,491.26,466.6,,,83.26,75.18,574.52
3359,06-07-2019,NorthEastern,34.43,38.09,,,27.73,16.17,62.16
3360,07-07-2019,Northern,663.52,605.86,26.88,34.82,319.37,357.3,1009.77
3361,07-07-2019,Western,1142.37,1039.03,37.08,40.44,29.87,13.82,1209.32
3362,07-07-2019,Southern,521.66,475.43,46.77,56.44,68.42,27.34,636.85
3363,07-07-2019,Eastern,491.26,428.01,,,83.26,79.44,574.52
3364,07-07-2019,NorthEastern,34.43,32.17,,,27.73,21.64,62.16
3365,08-07-2019,Northern,653.09,629.21,26.88,32.39,319.37,382.29,999.34
3366,08-07-2019,Western,1142.37,1107.05,37.08,41.59,29.87,19.42,1209.32
3367,08-07-2019,Southern,521.66,492.28,46.77,56.38,68.42,38.07,636.85
3368,08-07-2019,Eastern,499.13,443.85,,,83.26,83.29,582.39
3369,08-07-2019,NorthEastern,34.43,34.23,,,27.73,25.71,62.16
3370,09-07-2019,Northern,653.09,579.98,26.88,33.62,319.37,382.47,999.34
3371,09-07-2019,Western,1143.02,1112.97,37.08,42.39,29.87,16.02,1209.97
3372,09-07-2019,Southern,517.53,497.1,46.77,59.35,68.42,33.54,632.72
3373,09-07-2019,Eastern,499.13,439.35,,,83.26,81.06,582.39
3374,09-07-2019,NorthEastern,34.43,36.24,,,27.73,27.75,62.16
3375,10-07-2019,Northern,653.09,579.15,26.88,33.55,319.37,381.83,999.34
3376,10-07-2019,Western,1139.22,1100.96,37.08,42.52,29.87,15.37,1206.17
3377,10-07-2019,Southern,509.35,494.69,46.77,56.14,68.42,32.2,624.54
